"","dbn","latitude","longitude","postcode","accessibility","district","borough","school_name.x","year","total_enrollment","grade_pk_half_day_full_day","grade_k","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","female","female_1","male","male_1","asian","asian_1","black","black_1","hispanic","hispanic_1","multiple_race_categories","multiple_race_categories_1","white","white_1","students_with_disabilities","students_with_disabilities_1","english_language_learners","english_language_learners_1","poverty","poverty_1","economic_need_index","school_name.y","sharedbuilding","school_name"
"349","08X130","40.817721","-73.902421","10455","Not Accessible","8","BRONX","P.S. 130 Abram Stevens Hewitt","2018-19","433","32","56","58","71","61","67","88","0","0","0","0","0","0","0","192","0.443","241","0.557","4","0.009","101","0.233","316","0.73","2","0.005","10","0.023","123","0.284","82","0.189","382","0.882","0.934","P.S. 130 Abram Stevens Hewitt",NA,NA
"350","08X131",NA,NA,NA,NA,NA,NA,"J.H.S. 131 Albert Einstein","2018-19","479","0","0","0","0","0","0","0","174","142","163","0","0","0","0","244","0.509","235","0.491","16","0.033","159","0.332","296","0.618","5","0.01","3","0.006","145","0.303","49","0.102","397","0.829","0.897",NA,NA,NA
"351","08X138","40.822665","-73.853366","10473","Not Accessible","8","BRONX","P.S. 138 Samuel Randall","2018-19","661","63","87","98","95","114","105","99","0","0","0","0","0","0","0","331","0.501","330","0.499","19","0.029","181","0.274","437","0.661","20","0.03","4","0.006","138","0.209","50","0.076","570","0.862","0.858","P.S. 138 Samuel Randall",NA,NA
"352","08X140","40.823289","-73.907948","10456","Not Accessible","8","BRONX","P.S. X140 The Eagle School","2018-19","613","39","89","87","104","89","110","95","0","0","0","0","0","0","0","302","0.493","311","0.507","1","0.002","222","0.362","378","0.617","5","0.008","7","0.011","141","0.23","57","0.093","585","0.954","0.941","P.S. 140 The Eagle School",NA,NA
"353","08X146","40.825025","-73.906143","10456","Not Accessible","8","BRONX","P.S. 146 Edward Collins","2018-19","378","34","50","48","63","55","73","55","0","0","0","0","0","0","0","200","0.529","178","0.471","1","0.003","144","0.381","222","0.587","7","0.019","4","0.011","78","0.206","42","0.111","366","0.968","0.926","P.S. 146 Edward Collins",NA,NA
"354","08X152",NA,NA,NA,NA,NA,NA,"P.S. 152 Evergreen","2018-19","818","0","121","123","148","128","149","149","0","0","0","0","0","0","0","421","0.515","397","0.485","13","0.016","134","0.164","654","0.8","10","0.012","7","0.009","204","0.249","225","0.275","735","0.899","0.947",NA,NA,NA
"355","08X182","40.818228","-73.856302","10473","Not Accessible","8","BRONX","P.S. 182","2018-19","763","54","101","89","109","138","133","139","0","0","0","0","0","0","0","387","0.507","376","0.493","46","0.06","170","0.223","501","0.657","8","0.01","38","0.05","143","0.187","59","0.077","662","0.868","0.83","P.S. 182",NA,NA
"356","08X269",NA,NA,NA,NA,NA,NA,"Bronx Studio School for Writers and Artists","2018-19","645","0","0","0","0","0","0","0","96","102","96","112","93","76","70","361","0.56","284","0.44","5","0.008","132","0.205","497","0.771","1","0.002","10","0.016","173","0.268","79","0.122","545","0.845","0.905",NA,NA,NA
"357","08X282",NA,NA,NA,NA,NA,NA,"Women's Academy of Excellence","2018-19","248","0","0","0","0","0","0","0","0","0","0","68","56","66","58","248","1.0","0","0.0","28","0.113","95","0.383","83","0.335","3","0.012","39","0.157","50","0.202","53","0.214","224","0.903","0.886",NA,NA,NA
"358","08X293",NA,NA,NA,NA,NA,NA,"Renaissance High School for Musical Theater and th","2018-19","460","0","0","0","0","0","0","0","0","0","0","126","120","116","98","276","0.6","184","0.4","17","0.037","111","0.241","294","0.639","8","0.017","30","0.065","107","0.233","27","0.059","329","0.715","0.768",NA,NA,NA
"359","08X301",NA,NA,NA,NA,NA,NA,"M.S. 301 Paul L. Dunbar","2018-19","242","0","0","0","0","0","0","0","64","73","105","0","0","0","0","106","0.438","136","0.562","0","0.0","101","0.417","132","0.545","4","0.017","5","0.021","53","0.219","64","0.264","226","0.934","0.963",NA,NA,NA
"360","08X302",NA,NA,NA,NA,NA,NA,"M.S. 302 Luisa Dessus Cruz","2018-19","482","0","0","0","0","0","0","0","141","173","168","0","0","0","0","212","0.44","270","0.56","2","0.004","100","0.207","368","0.763","5","0.01","7","0.015","138","0.286","102","0.212","467","0.969","0.941",NA,NA,NA
"361","08X304","40.827471","-73.829753","10465","Partially Accessible","8","BRONX","P.S. 304 Early Childhood School","2018-19","510","54","77","71","75","81","89","63","0","0","0","0","0","0","0","234","0.459","276","0.541","39","0.076","35","0.069","344","0.675","6","0.012","86","0.169","108","0.212","13","0.025","340","0.667","0.451","P.S. 304 Early Childhood School",NA,NA
"362","08X312",NA,NA,NA,NA,NA,NA,"Millennium Art Academy","2018-19","422","0","0","0","0","0","0","0","0","0","0","103","111","111","97","242","0.573","180","0.427","6","0.014","114","0.27","285","0.675","7","0.017","10","0.024","106","0.251","28","0.066","313","0.742","0.818",NA,NA,NA
"363","08X320",NA,NA,NA,NA,NA,NA,"Pelham Lab High School","2018-19","475","0","0","0","0","0","0","0","0","0","0","143","152","100","80","221","0.465","254","0.535","31","0.065","99","0.208","289","0.608","21","0.044","35","0.074","105","0.221","74","0.156","346","0.728","0.8",NA,NA,NA
"364","08X333","40.820403","-73.898912","10459","Not Accessible","8","BRONX","The Longwood Academy of Discovery","2018-19","625","47","79","97","88","80","113","121","0","0","0","0","0","0","0","299","0.478","326","0.522","3","0.005","124","0.198","477","0.763","4","0.006","17","0.027","188","0.301","133","0.213","601","0.962","0.938","P.S. 333 The Museum School",NA,NA
"365","08X337",NA,NA,NA,NA,NA,NA,"The School for Inquiry and Social Justice","2018-19","503","0","0","0","0","0","0","0","171","165","167","0","0","0","0","252","0.501","251","0.499","12","0.024","105","0.209","367","0.73","13","0.026","6","0.012","116","0.231","70","0.139","393","0.781","0.844",NA,NA,NA
"366","08X348",NA,NA,NA,NA,NA,NA,"Schuylerville Preparatory High School","2018-19","360","0","0","0","0","0","0","0","0","0","0","101","105","78","76","142","0.394","218","0.606","21","0.058","100","0.278","203","0.564","6","0.017","30","0.083","81","0.225","52","0.144","246","0.683","0.762",NA,NA,NA
"367","08X349",NA,NA,NA,NA,NA,NA,"Bronx River High School","2018-19","425","0","0","0","0","0","0","0","0","0","0","124","131","117","53","180","0.424","245","0.576","23","0.054","98","0.231","269","0.633","13","0.031","22","0.052","106","0.249","69","0.162","345","0.812","0.85",NA,NA,NA
"368","08X367",NA,NA,NA,NA,NA,NA,"Archimedes Academy for Math, Science and Technolog","2018-19","659","0","0","0","0","0","0","0","94","104","103","93","95","82","88","255","0.387","404","0.613","70","0.106","178","0.27","391","0.593","8","0.012","12","0.018","179","0.272","70","0.106","506","0.768","0.834",NA,NA,NA
"369","08X371",NA,NA,NA,NA,NA,NA,"Urban Institute of Mathematics","2018-19","378","0","0","0","0","0","0","0","131","120","127","0","0","0","0","174","0.46","204","0.54","12","0.032","52","0.138","256","0.677","6","0.016","52","0.138","79","0.209","19","0.05","277","0.733","0.569",NA,NA,NA
"370","08X375",NA,NA,NA,NA,NA,NA,"The Bronx Mathematics Preparatory School","2018-19","222","0","0","0","0","0","0","0","70","72","80","0","0","0","0","97","0.437","125","0.563","8","0.036","80","0.36","126","0.568","6","0.027","2","0.009","77","0.347","29","0.131","216","0.973","0.904",NA,NA,NA
"371","08X376",NA,NA,NA,NA,NA,NA,"Antonia Pantoja Preparatory Academy: A College Boa","2018-19","446","0","0","0","0","0","0","0","69","61","83","53","61","56","63","213","0.478","233","0.522","23","0.052","75","0.168","333","0.747","9","0.02","6","0.013","127","0.285","64","0.143","370","0.83","0.883",NA,NA,NA
"372","08X377",NA,NA,NA,NA,NA,NA,"Bronx Community High School","2018-19","184","0","0","0","0","0","0","0","0","0","0","65","67","27","25","88","0.478","96","0.522","2","0.011","66","0.359","113","0.614","0","0.0","3","0.016","32","0.174","14","0.076","155","0.842","0.887",NA,NA,NA
"373","08X392","40.826526","-73.818417","10465","Partially Accessible","8","BRONX","Bronx Delta School","2018-19","339","48","71","77","56","54","33","0","0","0","0","0","0","0","0","164","0.484","175","0.516","22","0.065","46","0.136","218","0.643","6","0.018","47","0.139","62","0.183","23","0.068","246","0.726","0.596","Bronx Delta School",NA,NA
"374","08X405",NA,NA,NA,NA,NA,NA,"Herbert H. Lehman High School","2018-19","794","0","0","0","0","0","0","0","0","0","0","361","183","132","118","312","0.393","482","0.607","115","0.145","217","0.273","374","0.471","16","0.02","72","0.091","195","0.246","102","0.128","615","0.775","0.774",NA,NA,NA
"375","08X424",NA,NA,NA,NA,NA,NA,"The Hunts Point School","2018-19","300","0","0","0","0","0","0","0","93","103","104","0","0","0","0","140","0.467","160","0.533","5","0.017","79","0.263","211","0.703","1","0.003","4","0.013","93","0.31","75","0.25","273","0.91","0.951",NA,NA,NA
"376","08X432",NA,NA,NA,NA,NA,NA,"Bronx Bridges High School","2018-19","329","0","0","0","0","0","0","0","0","0","0","70","91","88","80","137","0.416","192","0.584","42","0.128","15","0.046","252","0.766","8","0.024","12","0.036","34","0.103","276","0.839","266","0.809","0.976",NA,NA,NA
"377","08X448",NA,NA,NA,NA,NA,NA,"Soundview Academy for Culture and Scholarship","2018-19","392","0","0","0","0","0","0","0","134","125","133","0","0","0","0","201","0.513","191","0.487","10","0.026","119","0.304","256","0.653","2","0.005","5","0.013","97","0.247","32","0.082","315","0.804","0.861",NA,NA,NA
"378","08X452",NA,NA,NA,NA,NA,NA,"Gotham Collaborative High School","2018-19","532","0","0","0","0","0","0","0","0","0","0","117","137","143","135","214","0.402","318","0.598","41","0.077","160","0.301","310","0.583","5","0.009","16","0.03","142","0.267","82","0.154","456","0.857","0.905",NA,NA,NA
"379","08X467",NA,NA,NA,NA,NA,NA,"Mott Hall Community School","2018-19","341","0","0","0","0","0","0","0","108","112","121","0","0","0","0","144","0.422","197","0.578","9","0.026","60","0.176","244","0.716","2","0.006","26","0.076","104","0.305","38","0.111","292","0.856","0.784",NA,NA,NA
"380","08X530",NA,NA,NA,NA,NA,NA,"Longwood Preparatory Academy","2018-19","342","0","0","0","0","0","0","0","0","0","0","100","117","59","66","151","0.442","191","0.558","3","0.009","114","0.333","214","0.626","7","0.02","4","0.012","96","0.281","60","0.175","299","0.874","0.912",NA,NA,NA
"381","08X537",NA,NA,NA,NA,NA,NA,"Bronx Arena High School","2018-19","193","0","0","0","0","0","0","0","0","0","0","46","75","50","22","107","0.554","86","0.446","3","0.016","73","0.378","110","0.57","3","0.016","4","0.021","25","0.13","12","0.062","174","0.902","0.891",NA,NA,NA
"382","08X558",NA,NA,NA,NA,NA,NA,"Westchester Square Academy","2018-19","554","0","0","0","0","0","0","0","0","0","0","177","153","110","114","251","0.453","303","0.547","35","0.063","135","0.244","312","0.563","12","0.022","60","0.108","119","0.215","53","0.096","439","0.792","0.726",NA,NA,NA
"383","08X559",NA,NA,NA,NA,NA,NA,"School for Tourism and Hospitality","2018-19","299","0","0","0","0","0","0","0","0","0","0","91","94","49","65","181","0.605","118","0.395","2","0.007","93","0.311","195","0.652","3","0.01","6","0.02","89","0.298","74","0.247","275","0.92","0.936",NA,NA,NA
"384","08X561",NA,NA,NA,NA,NA,NA,"Bronx Compass High School","2018-19","381","0","0","0","0","0","0","0","0","0","0","88","108","92","93","120","0.315","261","0.685","16","0.042","105","0.276","243","0.638","8","0.021","9","0.024","89","0.234","41","0.108","314","0.824","0.87",NA,NA,NA
"385","08X562",NA,NA,NA,NA,NA,NA,"Blueprint Middle School","2018-19","667","0","0","0","0","0","0","0","190","241","236","0","0","0","0","343","0.514","324","0.486","156","0.234","81","0.121","372","0.558","14","0.021","44","0.066","138","0.207","142","0.213","597","0.895","0.885",NA,NA,NA
"386","08X583","40.827029","-73.860034","10472","Fully Accessible","8","BRONX","P.S. 583","2018-19","192","68","68","56","0","0","0","0","0","0","0","0","0","0","0","109","0.568","83","0.432","74","0.385","24","0.125","81","0.422","6","0.031","7","0.036","26","0.135","23","0.12","156","0.813","0.833","P.S. 583",NA,NA
"387","09X004","40.840891","-73.898166","10457","Not Accessible","9","BRONX","P.S./M.S. 004 Crotona Park West","2018-19","549","28","48","61","59","58","66","55","39","65","70","0","0","0","0","269","0.49","280","0.51","6","0.011","283","0.515","247","0.45","3","0.005","10","0.018","131","0.239","88","0.16","518","0.944","0.957","P.S./M.S. 4 Crotona Park West","0","P.S./M.S. 004 Crotona Park West (09X004)"
"388","09X011",NA,NA,NA,NA,NA,NA,"P.S. 011 Highbridge","2018-19","552","0","77","85","93","103","96","98","0","0","0","0","0","0","0","286","0.518","266","0.482","3","0.005","163","0.295","381","0.69","2","0.004","3","0.005","130","0.236","135","0.245","507","0.918","0.94",NA,NA,NA
"389","09X022",NA,NA,NA,NA,NA,NA,"J.H.S. 022 Jordan L. Mott","2018-19","420","0","0","0","0","0","0","0","130","131","159","0","0","0","0","194","0.462","226","0.538","3","0.007","88","0.21","319","0.76","2","0.005","8","0.019","100","0.238","118","0.281","409","0.974","0.951",NA,NA,NA
"390","09X028","40.848057","-73.903522","10457","Not Accessible","9","BRONX","P.S. 028 Mount Hope","2018-19","727","54","108","121","107","91","133","113","0","0","0","0","0","0","0","312","0.429","415","0.571","5","0.007","152","0.209","561","0.772","2","0.003","7","0.01","173","0.238","204","0.281","684","0.941","0.934","P.S. 28 Mount Hope",NA,NA
"391","09X035",NA,NA,NA,NA,NA,NA,"P.S. 035 Franz Siegel","2018-19","618","0","73","114","109","102","103","117","0","0","0","0","0","0","0","315","0.51","303","0.49","4","0.006","167","0.27","431","0.697","8","0.013","8","0.013","152","0.246","153","0.248","585","0.947","0.916",NA,NA,NA
"392","09X042","40.838288","-73.902987","10457","Partially Accessible","9","BRONX","P.S. 042 Claremont","2018-19","399","35","58","69","73","53","51","60","0","0","0","0","0","0","0","204","0.511","195","0.489","1","0.003","153","0.383","232","0.581","2","0.005","11","0.028","114","0.286","42","0.105","394","0.987","0.957","P.S. 42 Claremont",NA,NA
"393","09X053","40.832866","-73.911418","10456","Not Accessible","9","BRONX","P.S. 053 Basheer Quisim","2018-19","1037","49","157","130","177","153","181","190","0","0","0","0","0","0","0","504","0.486","533","0.514","15","0.014","317","0.306","687","0.662","4","0.004","14","0.014","160","0.154","347","0.335","943","0.909","0.951","P.S. 53 Basheer Quisim",NA,NA
"394","09X055","40.836404","-73.905014","10456","Not Accessible","9","BRONX","P.S. 055 Benjamin Franklin","2018-19","590","72","72","97","80","84","92","93","0","0","0","0","0","0","0","315","0.534","275","0.466","0","0.0","280","0.475","306","0.519","0","0.0","4","0.007","112","0.19","56","0.095","576","0.976","0.968","P.S. 55 Benjamin Franklin",NA,NA
"395","09X058","40.846162","-73.899264","10457","Not Accessible","9","BRONX","P.S. 058","2018-19","426","29","70","55","61","71","71","69","0","0","0","0","0","0","0","211","0.495","215","0.505","4","0.009","109","0.256","304","0.714","2","0.005","7","0.016","118","0.277","113","0.265","396","0.93","0.959","P.S. 58",NA,NA
"396","09X063","40.830995","-73.902705","10456","Not Accessible","9","BRONX","P.S. 063 Author's Academy","2018-19","530","52","79","84","73","95","72","75","0","0","0","0","0","0","0","269","0.508","261","0.492","4","0.008","214","0.404","289","0.545","6","0.011","17","0.032","119","0.225","98","0.185","509","0.96","0.934","P.S. 63 Author's Academy",NA,NA
"397","09X070",NA,NA,NA,NA,NA,NA,"P.S. 070 Max Schoenfeld","2018-19","1104","0","141","183","190","197","198","195","0","0","0","0","0","0","0","550","0.498","554","0.502","5","0.005","257","0.233","829","0.751","2","0.002","11","0.01","232","0.21","318","0.288","1061","0.961","0.944",NA,NA,NA
"398","09X073","40.832706","-73.926838","10452","Not Accessible","9","BRONX","P.S. 073 Bronx","2018-19","574","38","71","84","77","108","96","100","0","0","0","0","0","0","0","278","0.484","296","0.516","0","0.0","136","0.237","428","0.746","3","0.005","7","0.012","119","0.207","144","0.251","545","0.949","0.96","P.S. 73 Bronx",NA,NA
"399","09X088",NA,NA,NA,NA,NA,NA,"P.S. X088 - S. Silverstein Little Sparrow School","2018-19","147","0","47","42","35","23","0","0","0","0","0","0","0","0","0","83","0.565","64","0.435","1","0.007","32","0.218","111","0.755","0","0.0","3","0.02","24","0.163","24","0.163","141","0.959","0.954",NA,NA,NA
"400","09X109","40.851414","-73.918533","10453","Not Accessible","9","BRONX","P.S. 109 Sedgwick","2018-19","611","47","77","119","101","100","79","88","0","0","0","0","0","0","0","292","0.478","319","0.522","0","0.0","117","0.191","489","0.8","2","0.003","3","0.005","128","0.209","141","0.231","551","0.902","0.912","P.S. 109 Sedgwick",NA,NA
"401","09X110","40.835286","-73.900751","10456","Not Accessible","9","BRONX","P.S. 110 Theodore Schoenfeld","2018-19","408","24","66","51","60","70","66","71","0","0","0","0","0","0","0","195","0.478","213","0.522","1","0.002","144","0.353","228","0.559","3","0.007","32","0.078","90","0.221","71","0.174","398","0.975","0.948","P.S. 110 Theodore Schoenfeld",NA,NA
"402","09X114",NA,NA,NA,NA,NA,NA,"P.S. X114 - Luis Llorens Torres Schools","2018-19","711","0","108","113","115","132","118","125","0","0","0","0","0","0","0","335","0.471","376","0.529","25","0.035","153","0.215","502","0.706","9","0.013","22","0.031","145","0.204","221","0.311","679","0.955","0.943",NA,NA,NA
"403","09X117",NA,NA,NA,NA,NA,NA,"I.S. 117 Joseph H. Wade","2018-19","488","0","0","0","0","0","0","0","153","152","183","0","0","0","0","225","0.461","263","0.539","5","0.01","89","0.182","386","0.791","2","0.004","6","0.012","118","0.242","176","0.361","463","0.949","0.954",NA,NA,NA
